Date,Open,High,Low,Close,Adj Close,Volume
2/4/2010,28.104286,28.338572,27.367144,27.435715,18.501446,189413000
2/5/2010,27.518572,28,27.264286,27.922857,18.829954,212576700
2/8/2010,27.955715,28.268572,27.714285,27.731428,18.700859,119567700
2/9/2010,28.059999,28.214285,27.821428,28.027143,18.900276,158221700
2/10/2010,27.984285,28.085714,27.751429,27.874287,18.797197,92590400
2/11/2010,27.84,28.535715,27.722857,28.381428,19.139189,137586400
2/12/2010,28.301428,28.805714,27.928572,28.625713,19.303925,163867200
2/16/2010,28.848572,29.098572,28.788572,29.057142,19.594862,135934400
2/17/2010,29.17,29.187143,28.694286,28.935715,19.512978,109099200
2/18/2010,28.804285,29.127142,28.702858,28.99,19.549583,105706300
2/19/2010,28.837143,29.028572,28.73,28.809999,19.4282,103867400
2/22/2010,28.905714,28.928572,28.455715,28.631428,19.307779,97640900
2/23/2010,28.571428,28.761429,27.95857,28.151428,18.984095,143773700
2/24/2010,28.318571,28.777143,28.262857,28.665714,19.330904,115141600
2/25/2010,28.197144,28.98,28.127142,28.857143,19.459993,166281500
2/26/2010,28.911428,29.309999,28.857143,29.231428,19.712393,126865200
3/1/2010,29.392857,29.928572,29.35,29.855715,20.133383,137523400
3/2/2010,29.99,30.118572,29.677143,29.835714,20.1199,141636600
3/3/2010,29.848572,29.981428,29.705715,29.904285,20.16614,93013200
3/4/2010,29.897142,30.131428,29.804285,30.101429,20.299086,91510300
3/5/2010,30.705715,31.385714,30.661428,31.278572,21.092897,224905100
3/8/2010,31.43,31.441429,31.178572,31.297142,21.105419,107472400
3/9/2010,31.187143,32.142857,31.127142,31.860001,21.484985,230064800
3/10/2010,31.975714,32.21143,31.885714,32.119999,21.660315,149054500
3/11/2010,31.987143,32.214287,31.902857,32.214287,21.7239,101425100
3/12/2010,32.48143,32.532856,32.25,32.371429,21.829872,104080900
3/15/2010,32.197144,32.214287,31.464285,31.977142,21.56398,123375700
3/16/2010,32.025715,32.139999,31.787144,32.064285,21.622744,111727000
3/17/2010,32.128571,32.349998,31.895714,32.017143,21.590958,112739200
3/18/2010,32.014286,32.142857,31.801428,32.092857,21.642015,85527400
3/19/2010,32.112858,32.177143,31.604286,31.75,21.410805,139861400
3/22/2010,31.495714,32.285713,31.450001,32.107143,21.651649,114104900
3/23/2010,32.234287,32.682858,32.014286,32.622856,21.999428,150607800
3/24/2010,32.52,32.885715,32.501427,32.767143,22.096727,149445100
3/25/2010,32.988571,32.995716,32.32143,32.378571,21.834684,135571100
3/26/2010,32.707142,33.135715,32.650002,32.985714,22.244123,160218800
3/29/2010,33.285713,33.41,33.08857,33.19857,22.387659,135186100
3/30/2010,33.799999,33.925713,33.464287,33.692856,22.720982,131827500
3/31/2010,33.64143,33.80143,33.494286,33.57143,22.639099,107664900
4/1/2010,33.915714,34.104286,33.25,33.709999,22.732544,150786300
4/5/2010,33.568573,34.072857,33.53857,34.07,22.975317,171126900
4/6/2010,34.028572,34.32,33.857143,34.220001,23.076471,111754300
4/7/2010,34.221428,34.560001,34.094284,34.371429,23.178585,157125500
4/8/2010,34.348572,34.505714,34.005714,34.278572,23.115967,143247300
4/9/2010,34.490002,34.555714,34.351429,34.541428,23.293228,83545700
4/12/2010,34.599998,34.724285,34.544285,34.612858,23.341393,83256600
4/13/2010,34.55143,34.685715,34.444286,34.632858,23.354881,76552700
4/14/2010,35.040001,35.115715,34.867142,35.098572,23.668936,101019100
4/15/2010,35.111427,35.575714,35.072857,35.560001,23.980106,94196200
4/16/2010,35.509998,35.877144,34.935715,35.342857,23.833675,187636400
4/19/2010,35.290001,35.412857,34.53857,35.295715,23.801882,141731100
4/20/2010,35.505714,35.607143,34.708572,34.941429,23.562967,184581600
4/21/2010,36.971428,37.17857,36.532856,37.031429,24.972374,245597800
4/22/2010,36.89143,38.107143,36.599998,38.067142,25.670811,198356200
4/23/2010,38.284286,38.882858,38.142857,38.689999,26.090841,199238900
4/26/2010,38.84,38.922855,38.312859,38.5,25.962713,119767200
4/27/2010,38.181427,38.262856,37.217144,37.434284,25.244043,177335900
4/28/2010,37.607143,37.714287,36.630001,37.371429,25.201653,189600600
4/29/2010,37.574287,38.57143,37.43,38.377144,25.879864,139710200
4/30/2010,38.472858,38.652859,37.285713,37.298573,25.152523,135615900
5/3/2010,37.691429,38.26857,37.554287,38.049999,25.659254,113585500
5/4/2010,37.555714,37.612858,36.67857,36.954285,24.920347,180954900
5/5/2010,36.147144,36.877144,35.532856,36.57,24.661201,220775800
5/6/2010,36.261429,36.892857,28.464285,35.17857,23.722883,321465200
5/7/2010,34.815716,35.224285,32.172855,33.694286,22.721949,419004600
5/10/2010,35.75,36.378571,35.504284,36.284286,24.468529,246076600
5/11/2010,35.977142,37.127144,35.785713,36.645714,24.712265,212226700
5/12/2010,37.034286,37.59,36.957142,37.441429,25.248857,163594900
5/13/2010,37.602856,37.857143,36.628571,36.908573,24.889524,149928100
5/14/2010,36.451427,36.639999,35.642857,36.259998,24.452152,189840700
5/17/2010,36.385715,36.597141,35.387142,36.317142,24.490688,190708700
5/18/2010,36.71143,36.935715,35.751427,36.05143,24.311501,195669600
5/19/2010,35.642857,36.131428,34.978573,35.477142,23.924225,256431700
5/20/2010,34.554287,34.835712,33.744286,33.965714,22.904987,320728800
5/21/2010,33.259998,34.92857,33.049999,34.617142,23.344284,305972800
5/24/2010,35.325714,35.842857,35.18,35.251427,23.772015,188559700
5/25/2010,34.192856,35.251427,33.880001,35.031429,23.623657,262001600
5/26/2010,35.725716,36.01857,34.82143,34.872856,23.516722,212663500
5/27/2010,35.799999,36.27,35.587143,36.192856,24.406872,166570600
5/28/2010,37.055714,37.057144,36.192856,36.697144,24.746948,203903700
6/1/2010,37.098572,37.991428,36.994286,37.261429,25.127472,219118200
6/2/2010,37.791428,37.828571,37.189999,37.707142,25.428043,172137000
6/3/2010,37.882858,37.935715,37.201427,37.58857,25.348087,162526700
6/4/2010,36.887142,37.414288,36.375713,36.565716,24.658314,189576100
6/7/2010,36.898571,37.021427,35.792858,35.848572,24.174706,221735500
6/8/2010,36.177143,36.257141,35.092857,35.618572,24.019598,250192600
6/9/2010,35.924286,35.985714,34.64143,34.742859,23.429058,213657500
6/10/2010,34.977142,35.854286,34.599998,35.787144,24.13328,194089000
6/11/2010,35.46143,36.265713,35.33857,36.215714,24.422291,136439800
6/14/2010,36.565716,37.021427,36.287144,36.325714,24.496469,150740100
6/15/2010,36.52,37.121429,36.5,37.098572,25.017649,146268500
6/16/2010,37.299999,38.25,37.232857,38.17857,25.745949,195919500
6/17/2010,38.657143,38.985714,38.5,38.83857,26.191029,218213800
6/18/2010,38.892857,39.285713,38.774284,39.152859,26.402973,196155400
6/21/2010,39.669998,39.85857,38.389999,38.595715,26.027258,194122600
6/22/2010,38.880001,39.424286,38.785713,39.121429,26.381779,179315500
6/23/2010,39.225716,39.237144,38.271427,38.709999,26.104322,192114300
6/24/2010,38.714287,39.028572,38.299999,38.42857,25.914539,178569300
6/25/2010,38.580002,38.610001,37.972858,38.099998,25.692968,137485600
6/28/2010,38.132858,38.535713,37.78857,38.328571,25.847111,146237000
6/29/2010,37.73143,37.77,36.328571,36.595715,24.678539,283336200
6/30/2010,36.672855,36.852856,35.715714,35.932858,24.231544,184863000
7/1/2010,36.328571,36.400002,34.745716,35.497143,23.937719,255724000
7/2/2010,35.784286,35.847141,34.742859,35.277142,23.789358,173460700
7/6/2010,35.857143,36.114285,35.165714,35.51857,23.952169,153808900
7/7/2010,35.784286,36.967144,35.67857,36.952858,24.919397,163639000
7/8/2010,37.497143,37.557144,36.412857,36.869999,24.86351,184536100
7/9/2010,36.69857,37.128571,36.451427,37.08857,25.01091,108330600
7/12/2010,36.932858,37.407143,36.408573,36.755714,24.786442,140719600
7/13/2010,36.617142,36.628571,35.204285,35.971428,24.257549,297731000
7/14/2010,35.625713,36.542858,35.57143,36.104286,24.347145,203011900
7/15/2010,35.46143,36.709999,35.328571,35.921429,24.223835,206216500
7/16/2010,36.168571,36.424286,35.487144,35.700001,24.074514,259964600
7/19/2010,35.697144,35.697144,34.228573,35.082859,23.658337,256119500
7/20/2010,34.700001,36.128571,34.287144,35.984287,24.266226,268737700
7/21/2010,37.869999,37.878571,36.285713,36.32,24.492619,296417800
7/22/2010,36.811428,37.142857,36.472858,37.002857,24.953104,161329700
7/23/2010,36.727142,37.197144,36.611427,37.134285,25.041733,133347200
7/26/2010,37.142857,37.157143,36.815716,37.040001,24.978159,105137900
7/27/2010,37.267143,37.828571,37.185715,37.725716,25.440569,146192900
7/28/2010,37.667141,37.998573,37.17857,37.279999,25.139997,129996300
7/29/2010,37.244286,37.521427,36.585712,36.872856,24.86544,160951700
7/30/2010,36.555714,37.099998,36.414288,36.75,24.782591,112052500
8/2/2010,37.205715,37.512856,37.08857,37.407143,25.225733,107013900
8/3/2010,37.287144,37.60857,37.060001,37.418571,25.23345,104413400
8/4/2010,37.548573,37.754284,37.187141,37.568573,25.334602,105093800
8/5/2010,37.389999,37.597141,37.221428,37.385715,25.211288,72274300
8/6/2010,37.111427,37.355713,36.804287,37.155716,25.056183,111224400
8/9/2010,37.354286,37.450001,37.081429,37.392857,25.216099,75782000
8/10/2010,37.121429,37.207142,36.792858,37.058571,24.990675,112980000
8/11/2010,36.485714,36.527142,35.687141,35.741428,24.102459,155013600
8/12/2010,35.241428,36.157143,35.16,35.970001,24.256594,133730100
8/13/2010,35.950001,35.982857,35.584286,35.585712,23.997446,88717300
8/16/2010,35.368572,35.715714,35.23143,35.377144,23.856789,79607500
8/17/2010,35.725716,36.375713,35.599998,35.995716,24.273932,105660100
8/18/2010,36.05143,36.381428,35.939999,36.152859,24.379906,84924000
8/19/2010,36.119999,36.21143,35.525715,35.697144,24.07259,106676500
8/20/2010,35.627144,36.274284,35.57143,35.662857,24.049469,96057500
8/23/2010,35.970001,36,35.035713,35.114285,23.679531,103510400
8/24/2010,34.667141,34.714287,34.092857,34.275715,23.11404,150641400
8/25/2010,34.005714,34.855713,33.885715,34.69857,23.399199,149216900
8/26/2010,35.064285,35.107143,34.325714,34.325714,23.147758,116626300
8/27/2010,34.535713,34.658573,33.651428,34.517143,23.276846,137097800
8/30/2010,34.394287,35.107143,34.382858,34.642857,23.361626,95822300
8/31/2010,34.549999,34.937141,34.335712,34.728573,23.41943,105196700
9/1/2010,35.352856,35.922855,35.182858,35.761429,24.115936,174259400
9/2/2010,35.894287,36.024284,35.509998,36.024284,24.293192,103856900
9/3/2010,36.441429,36.968571,36.357143,36.967144,24.929018,130197200
9/7/2010,36.662857,37.075714,36.607143,36.830002,24.836544,85639400
9/8/2010,37.111427,37.77,37.014286,37.560001,25.328819,131637800
9/9/2010,37.862858,38.074287,37.560001,37.581429,25.343269,109643800
9/10/2010,37.598572,37.785713,37.342857,37.630001,25.37603,96885600
9/13/2010,37.974285,38.325714,37.965714,38.148571,25.725721,97195000
9/14/2010,38.029999,38.452858,37.931427,38.294285,25.823986,102037600
9/15/2010,38.310001,38.625713,38.262856,38.602856,26.032076,107342200
9/16/2010,38.605713,39.524284,38.5,39.509998,26.64381,163025800
9/17/2010,39.669998,39.708572,39.097141,39.33857,26.528202,158619300
9/20/2010,39.439999,40.540001,39.407143,40.46143,27.285416,164669400
9/21/2010,40.55143,41.049999,40.398571,40.53857,27.337435,167018600
9/22/2010,40.387142,41.139999,40.344284,41.107143,27.720854,146322400
9/23/2010,40.904285,41.822857,40.857143,41.274284,27.833574,196529200
9/24/2010,41.728573,41.932858,41.507141,41.759998,28.161108,162372000
9/27/2010,41.997143,42.104286,41.572857,41.594284,28.04936,120708700
9/28/2010,41.681427,41.681427,39.285713,40.98,27.635122,258760600
9/29/2010,41.032856,41.401428,40.857143,41.052856,27.684246,117411000
9/30/2010,41.285713,41.42857,40.17857,40.535713,27.335506,168347900
10/1/2010,40.878571,40.939999,40.192856,40.360001,27.217014,112035700
10/4/2010,40.228573,40.414288,39.681427,39.805714,26.843224,108825500
10/5/2010,40.285713,41.349998,40.259998,41.277142,27.835491,125491800
10/6/2010,41.369999,41.712856,40.751427,41.312859,27.859579,167717200
10/7/2010,41.477142,41.497143,40.987144,41.317142,27.862474,102099900
10/8/2010,41.672855,42.07143,41.42857,42.009998,28.329699,164600800
10/11/2010,42.105713,42.462856,42.085712,42.194286,28.453972,106938300
10/12/2010,42.201427,42.785713,41.784286,42.648571,28.760324,139636000
10/13/2010,42.885715,43.137142,42.828571,42.877144,28.914467,157523100
10/14/2010,43.098572,43.209999,42.914288,43.187141,29.123518,108824100
10/15/2010,43.919998,45,43.558571,44.962856,30.32098,230548500
10/18/2010,45.495716,45.57143,44.898571,45.42857,30.635035,273252700
10/19/2010,43.342857,44.824287,42.860001,44.212856,29.815212,308196000
10/20/2010,44.142857,44.892857,43.83857,44.361427,29.915398,180406100
10/21/2010,44.622856,44.962856,43.828571,44.217144,29.818104,137865000
10/22/2010,44.152859,44.291428,43.757141,43.924286,29.620605,93194500
10/25/2010,44.155716,44.514286,44.062859,44.119999,29.752592,98115500
10/26/2010,43.83857,44.248573,43.664288,44.007141,29.676491,98232400
10/27/2010,43.950001,44.271427,43.657143,43.975716,29.655298,99750700
10/28/2010,43.992859,44,42.985714,43.605713,29.405785,137762800
10/29/2010,43.46143,43.697144,42.98143,42.997143,28.995392,107627800
11/1/2010,43.174286,43.657143,43.171429,43.454285,29.303665,105972300
11/2/2010,43.857143,44.312859,43.857143,44.194286,29.802689,108482500
11/3/2010,44.48143,44.697144,44.075714,44.685715,30.134087,127087100
11/4/2010,45.064285,45.740002,45.004284,45.467144,30.661055,160622000
11/5/2010,45.427143,45.652859,45.25,45.304287,30.551226,90313300
11/8/2010,45.314285,45.681427,45.251427,45.517143,30.694767,70439600
11/9/2010,45.864285,45.900002,44.92857,45.154285,30.450064,95886000
11/10/2010,45.234287,45.53857,44.792858,45.432858,30.637928,96056800
11/11/2010,45,45.485714,44.892857,45.235714,30.504982,90321000
11/12/2010,45.142857,45.214287,43.375713,44.004284,29.674564,198961700
11/15/2010,44.065716,44.362858,43.752857,43.862858,29.579189,100901500
11/16/2010,43.674286,43.942856,42.759998,43.084286,29.054152,164412500
11/17/2010,43.028572,43.427143,42.537144,42.92857,28.949152,119862400
11/18/2010,43.599998,44.238571,43.527142,44.061428,29.713097,123622800
11/19/2010,43.995716,44.057144,43.605713,43.818573,29.549324,96210800
11/22/2010,43.811428,44.765713,43.695713,44.765713,30.188038,98268800
11/23/2010,44.349998,44.535713,43.794285,44.104286,29.741999,129861900
11/24/2010,44.57143,45.057144,44.535713,44.971428,30.326761,103431300
11/26/2010,44.82,45.385715,44.705715,45,30.346024,59396400
11/29/2010,45.07143,45.354286,44.482857,45.267143,30.526176,111446300
11/30/2010,44.791428,44.908573,44.41,44.450001,29.975128,125464500
12/1/2010,45.03857,45.392857,45,45.200001,30.4809,115437700
12/2/2010,45.361427,45.57143,44.984287,45.450001,30.649488,115709300
12/3/2010,45.287144,45.521427,45.191429,45.348572,30.581085,85523200
12/6/2010,45.52,46.047142,45.488571,45.735714,30.842159,112120400
12/7/2010,46.257141,46.284286,45.445713,45.458572,30.65527,97863500
12/8/2010,45.66143,45.860001,45.30143,45.85857,30.925007,80483900
12/9/2010,46.01857,46.07143,45.574287,45.68,30.804588,73537800
12/10/2010,45.664288,45.864285,45.514286,45.794285,30.881659,65627800
12/13/2010,46.33857,46.437141,45.857143,45.952858,30.988594,109953900
12/14/2010,45.96143,46.077145,45.57143,45.755714,30.855637,87752000
12/15/2010,45.714287,46.142857,45.598572,45.765713,30.862387,104328000
12/16/2010,45.869999,46.087143,45.728573,45.892857,30.948128,80507700
12/17/2010,45.947144,45.970001,45.747143,45.80143,30.886467,96732300
12/20/2010,45.942856,46.17857,45.46143,46.029999,31.040613,96402600
12/21/2010,46.142857,46.341427,46.007141,46.314285,31.232323,64088500
12/22/2010,46.337143,46.531429,46.221428,46.451427,31.324804,66480400
12/23/2010,46.42857,46.450001,46.167141,46.228573,31.174532,55789300
12/27/2010,46.121429,46.491428,45.931427,46.382858,31.278559,62454000
12/28/2010,46.558571,46.665714,46.437141,46.495716,31.35467,43981000
12/29/2010,46.602856,46.635715,46.442856,46.470001,31.337339,40784800
12/30/2010,46.497143,46.501427,46.150002,46.237144,31.180307,39373600
12/31/2010,46.135715,46.21143,45.901428,46.080002,31.074341,48377000
1/3/2011,46.52,47.18,46.405716,47.081429,31.749659,111284600
1/4/2011,47.491428,47.5,46.878571,47.327145,31.915356,77270200
1/5/2011,47.078571,47.762856,47.07143,47.714287,32.176426,63879900
1/6/2011,47.817142,47.892857,47.557144,47.675713,32.150406,75107200
1/7/2011,47.712856,48.049999,47.414288,48.017143,32.380657,77982800
1/10/2011,48.404285,49.032856,48.167141,48.921429,32.990463,112140000
1/11/2011,49.26857,49.279999,48.495716,48.805714,32.912434,111027000
1/12/2011,49.035713,49.204285,48.857143,49.202858,33.180252,75647600
1/13/2011,49.308571,49.52,49.121429,49.382858,33.30164,74195100
1/14/2011,49.412857,49.782856,49.205715,49.782856,33.571381,77210000
1/18/2011,47.074287,49.251427,46.57143,48.664288,32.817062,470249500
1/19/2011,49.764286,49.799999,48.125713,48.405716,32.6427,283903200
1/20/2011,48.061428,48.328571,47.16,47.525715,32.049259,191197300
1/21/2011,47.681427,47.84,46.66143,46.674286,31.475096,188600300
1/24/2011,46.695713,48.207142,46.674286,48.207142,32.508785,143670800
1/25/2011,48.047142,48.777142,47.795715,48.771427,32.889313,136717000
1/26/2011,48.994286,49.371429,48.785713,49.121429,33.12534,126718900
1/27/2011,49.111427,49.241428,48.975716,49.029999,33.063686,71256500
1/28/2011,49.167141,49.200001,47.647144,48.014286,32.378723,148014300
1/31/2011,47.971428,48.577145,47.757141,48.474285,32.688938,94311700
2/1/2011,48.757141,49.378571,48.71143,49.290001,33.23901,106658300
2/2/2011,49.207142,49.32143,49.078571,49.188572,33.170609,64738800
2/3/2011,49.114285,49.177143,48.364285,49.062859,33.085842,98449400
2/4/2011,49.091427,49.528572,49.072857,49.5,33.38063,80460100
2/7/2011,49.69857,50.464287,49.662857,50.26857,33.898914,121255400
2/8/2011,50.525715,50.78857,50.307144,50.742859,34.218758,95260200
2/9/2011,50.741428,51.285713,50.695713,51.165714,34.503918,120686300
2/10/2011,51.055714,51.42857,49.714287,50.648571,34.155178,232137500
2/11/2011,50.67857,51.114285,50.505714,50.978573,34.377708,91893200
2/14/2011,50.970001,51.354286,50.958572,51.311428,34.602173,77604100
2/15/2011,51.312859,51.424286,51.078571,51.414288,34.671535,71043700
2/16/2011,51.542858,52.128571,51.5,51.875713,34.982708,120289400
2/17/2011,51.035713,51.467144,50.931427,51.185715,34.517391,132645800
2/18/2011,51.244286,51.357143,49.931427,50.080002,33.771755,204014300
2/22/2011,48.878571,49.342857,48.245716,48.372856,32.620525,218138900
2/23/2011,48.395714,49.234287,48.372856,48.945713,33.006851,167963600
2/24/2011,49.145714,49.307144,48.33857,48.982857,33.031883,124975200
2/25/2011,49.322857,49.775715,49.257141,49.737144,33.54055,95004700
2/28/2011,50.177143,50.721428,50.16,50.458572,34.027054,100768500
3/1/2011,50.781429,50.817142,49.668571,49.901428,33.651333,114034200
3/2/2011,49.994286,50.621429,49.771427,50.302856,33.922039,150647700
3/3/2011,51.027142,51.398571,50.845715,51.365715,34.63879,125197100
3/4/2011,51.438572,51.470001,51.107143,51.42857,34.681168,113316700
3/7/2011,51.628571,51.667141,50.187141,50.765713,34.234169,136530800
3/8/2011,50.701427,51.057144,50.32143,50.822857,34.272701,89079200
3/9/2011,50.669998,50.68,50.085712,50.352856,33.955757,113326500
3/10/2011,49.874287,49.967144,49.271427,49.524284,33.397015,126884800
3/11/2011,49.332859,50.331429,49.285713,50.284286,33.909519,117770100
3/14/2011,50.454285,50.925713,50.187141,50.508572,34.060768,108989300
3/15/2011,48.871429,49.691429,48.585712,49.347141,33.27755,180270300
3/16/2011,48.857143,49,46.60857,47.144287,31.792046,290502800
3/17/2011,48.118572,48.515713,47.237144,47.805714,32.238071,164855600
3/18/2011,48.16143,48.314285,47.142857,47.238571,31.855621,188303500
3/21/2011,47.998573,48.534286,47.894287,48.471428,32.687,102350500
3/22/2011,48.937141,48.945713,48.44857,48.742859,32.870056,81480700
3/23/2011,48.468571,48.602856,47.992859,48.455715,32.676418,93249100
3/24/2011,48.835712,49.42857,48.408573,49.281429,33.233242,101178000
3/25/2011,49.724285,50.294285,49.574287,50.220001,33.866169,112227500
3/28/2011,50.450001,50.617142,50.062859,50.062859,33.760193,77338800
3/29/2011,49.665714,50.137142,49.437141,50.137142,33.810284,88225200
3/30/2011,50.091427,50.125713,49.634285,49.804287,33.585827,82351500
3/31/2011,49.48,49.971428,49.437141,49.787144,33.574268,68504800
4/1/2011,50.158573,50.227142,49.042858,49.222858,33.193729,104665400
4/4/2011,49.187141,49.228573,48.342857,48.741428,32.869091,115021200
4/5/2011,48.14143,48.892857,48,48.412857,32.647511,120682800
4/6/2011,48.745716,49.128571,48.162857,48.291428,32.56562,100634800
4/7/2011,48.299999,48.632858,48.004284,48.297142,32.569473,93361800
4/8/2011,48.560001,48.592857,47.707142,47.865715,32.278534,94383800
4/11/2011,47.722858,47.952858,47.145714,47.257141,31.868139,99736700
4/12/2011,47.212856,47.675713,47.171429,47.485714,32.022285,106409800
4/13/2011,47.860001,48.02,47.502857,48.01857,32.381615,86555000
4/14/2011,47.828571,48,47.437141,47.488571,32.024212,75450200
4/15/2011,47.614285,47.662857,46.685715,46.779999,31.54637,113401400
4/18/2011,46.585712,47.46143,45.737144,47.407143,31.969305,152474700
4/19/2011,47.585712,48.282856,47.387142,48.265713,32.548275,104844600
4/20/2011,49.072857,49.392857,48.785713,48.915714,32.986618,175166600
4/21/2011,50.714287,50.732857,49.78857,50.099998,33.785248,188452600
4/25/2011,50.048573,50.535713,50.042858,50.43,34.007786,66636500
4/26/2011,50.517143,50.712856,49.907143,50.060001,33.758266,84700000
4/27/2011,50.32,50.335712,49.585712,50.021427,33.732262,89053300
4/28/2011,49.455715,49.964287,49.360001,49.535713,33.404713,90239800
4/29/2011,49.540001,50.564285,49.524284,50.01857,33.730331,251586300
5/2/2011,49.962856,50.067142,49.357143,49.468571,33.359444,110678400
5/3/2011,49.712856,49.984287,49.374287,49.742859,33.544399,78337000
5/4/2011,49.751427,50.261429,49.554287,49.938572,33.67638,97312600
5/5/2011,49.771427,50.135715,49.435715,49.535713,33.404713,83992300
5/6/2011,49.955715,50,49.458572,49.522858,33.396049,70033600
5/9/2011,49.694286,49.885715,49.504284,49.657143,33.486599,51186800
5/10/2011,49.841427,49.955715,49.522858,49.921429,33.664822,70522900
5/11/2011,49.860001,50,49.32,49.604286,33.450958,84000000
5/12/2011,49.445713,49.58857,48.895714,49.509998,33.387367,80500000
5/13/2011,49.380001,49.464287,48.621429,48.642857,32.802612,81529000
5/16/2011,48.457142,48.745716,47.514286,47.614285,32.108986,112443800
5/17/2011,47.42857,48.02,47.247143,48.02,32.382587,113083600
5/18/2011,48.067142,48.721428,48,48.552856,32.74192,83694100
5/19/2011,48.868572,48.915714,48.381428,48.647144,32.8055,65292500
5/20/2011,48.508572,48.707142,47.860001,47.888573,32.293953,84492100
5/23/2011,47.138573,47.997143,47.060001,47.771427,32.214954,95900000
5/24/2011,47.92857,47.985714,47.334286,47.455715,32.002048,80481800
5/25/2011,47.632858,48.365715,47.549999,48.111427,32.444237,73556000
5/26/2011,47.995716,48.127144,47.775715,47.857143,32.272758,55640200
5/27/2011,47.828571,48.232857,47.758572,48.201427,32.504925,50899800
5/31/2011,48.728573,49.689999,48.714287,49.689999,33.508747,104438600
6/1/2011,49.83857,50.304287,49.235714,49.35857,33.285252,138670700
6/2/2011,49.5,49.71143,49.185715,49.442856,33.342094,84695800
6/3/2011,49.025715,49.332859,48.85857,49.062859,33.085842,78312500
6/6/2011,49.385715,49.578571,48.258572,48.291428,32.56562,115485300
6/7/2011,48.310001,48.317142,47.414288,47.434284,31.98761,132446300
6/8/2011,47.397144,47.828571,47.235714,47.462856,32.006866,83430900
6/9/2011,47.607143,47.667141,47.25,47.355713,31.934622,68772200
6/10/2011,47.221428,47.380001,46.501427,46.557144,31.396091,108488800
6/13/2011,46.742859,46.901428,46.438572,46.657143,31.463531,82368300
6/14/2011,47.142857,47.607143,47.044285,47.491428,32.026142,83642300
6/15/2011,47.107143,47.185715,46.41143,46.67857,31.477982,99799000
6/16/2011,46.700001,46.954285,45.475716,46.451427,31.324804,127647800
6/17/2011,46.998573,47.035713,45.622856,45.751427,30.852758,153755000
6/20/2011,45.337143,45.385715,44.357143,45.045715,30.376856,160161400
6/21/2011,45.240002,46.542858,45.028572,46.471428,31.338289,123345600
6/22/2011,46.451427,46.985714,46.054287,46.087143,31.079155,97645800
6/23/2011,45.562859,47.384285,45.445713,47.318573,31.909567,139939800
6/24/2011,47.33857,47.592857,46.441429,46.621429,31.439453,109951800
6/27/2011,46.798573,47.700001,46.75,47.434284,31.98761,84953400
6/28/2011,47.664288,48.099998,47.634285,47.894287,32.297806,73574900
6/29/2011,48.005714,48.052856,47.41143,47.720001,32.180279,88136300
6/30/2011,47.814285,48.01857,47.548573,47.952858,32.337299,80738700
7/1/2011,47.992859,49.07143,47.742859,49.037144,33.068497,108828300
7/5/2011,49,49.975716,48.92857,49.918571,33.662895,88763500
7/6/2011,49.849998,50.585712,49.529999,50.251427,33.88736,111156500
7/7/2011,50.667141,51.142857,50.57143,51.028572,34.411427,99915900
7/8/2011,50.477142,51.42857,50.314285,51.387142,34.65324,122408300
7/11/2011,50.905716,51.395714,50.402859,50.57143,34.103153,110668600
7/12/2011,50.504284,51.097141,49.802856,50.535713,34.079067,112902300
7/13/2011,51.189999,51.42857,50.91143,51.145714,34.490421,97909700
7/14/2011,51.572857,51.658573,50.905716,51.110001,34.466339,107633400
7/15/2011,51.595715,52.142857,51.310001,52.131428,35.155148,121116800
7/18/2011,52.204285,53.521427,52.182858,53.400002,36.010616,143163300
7/19/2011,54,54.092857,53.331429,53.835712,36.304443,204786400
7/20/2011,56.58857,56.610001,55.142857,55.271427,37.272621,235335100
7/21/2011,55.278572,55.722858,54.842857,55.327145,37.310204,131633600
7/22/2011,55.474285,56.435715,55.392857,56.185715,37.889191,129182200
7/25/2011,55.764286,57.142857,55.66,56.92857,38.390129,147451500
7/26/2011,57.142857,57.785713,57.097141,57.630001,38.863144,119145600
7/27/2011,57.227142,57.52,56.021427,56.084286,37.820786,164831100
7/28/2011,55.945713,56.712856,55.447144,55.974285,37.746613,148508500
7/29/2011,55.377144,56.450001,54.857143,55.782856,37.617512,158146100
8/1/2011,56.825714,57.07143,56.052856,56.67857,38.221554,153209000
8/2/2011,56.807144,56.842857,55.478573,55.558571,37.466267,159884900
8/3/2011,55.854286,56.221428,54.605713,56.081429,37.818859,183127000
8/4/2011,55.630001,55.902859,53.907143,53.91,36.354542,217851900
8/5/2011,54.348572,54.785713,51.795715,53.374287,35.993282,301147700
8/8/2011,51.669998,52.53857,50.431427,50.458572,34.027054,285958400
8/9/2011,51.614285,53.515713,50.714287,53.43,36.030849,270645900
8/10/2011,53.021427,53.521427,51.785713,51.955715,35.036659,219664200
8/11/2011,52.931427,53.635715,52.102856,53.385715,36.000984,185492300
8/12/2011,54.009998,54.234287,53.46143,53.855713,36.317924,132244000
8/15/2011,54.232857,54.995716,54.012856,54.772858,36.936417,115136000
8/16/2011,54.502857,54.767143,53.722858,54.354286,36.654144,124687500
8/17/2011,54.615715,54.931427,54,54.348572,36.650299,110515300
8/18/2011,52.977142,53.235714,51.624287,52.292858,35.264008,212858800
8/19/2011,51.738571,52.42857,50.857143,50.861427,34.298717,193972100
8/22/2011,52.072857,52.125713,50.727142,50.919998,34.338223,133828800
